pH,Salinity,CO3,HCO3,Alkalinity,Hardness,Ca:Mg Ratio,Dissolved Oxygen,Suitable
8.81,15.81,104.26,30.1,134.36,5911.58,0.29,5.59,False
8.15,15.98,0.0,113.84,113.84,4425.74,0.28,4.09,True
8.4,15.39,43.64,122.12,165.76,1356.76,0.27,6.69,True
8.81,10.92,144.61,33.91,178.52,1630.6,0.31,5.28,False
8.37,17.74,88.92,51.15,140.07,2219.41,0.29,6.27,True
7.39,21.3,0.0,181.74,181.74,2075.45,0.27,3.46,False
8.52,6.01,76.19,40.28,116.47,3853.4,0.26,7.17,False
7.23,15.54,0.0,189.65,189.65,3815.53,0.3,2.34,False
7.9,14.82,0.0,141.8,141.8,2640.95,0.25,6.44,True
8.71,14.81,82.66,64.44,147.1,4722.21,0.33,4.38,False
8.45,19.53,157.96,5.72,163.68,2425.0,0.33,5.79,True
7.56,14.17,0.0,155.75,155.75,2916.77,0.33,7.37,True
7.82,13.25,0.0,119.81,119.81,3562.78,0.28,5.92,True
8.03,14.49,0.0,142.01,142.01,4456.47,0.33,7.58,True
8.2,16.28,75.46,106.75,182.20999999999998,4566.7,0.26,4.01,True
7.65,9.16,0.0,191.61,191.61,3977.0,0.3,4.61,False
8.63,17.33,125.68,54.53,180.21,3308.41,0.31,5.16,False
8.25,16.24,88.66,31.12,119.78,4803.07,0.28,4.58,True
8.04,19.63,0.0,142.05,142.05,4920.52,0.33,4.17,True
7.06,7.11,0.0,108.35,108.35,4433.28,0.26,4.12,False
8.9,24.77,50.81,71.94,122.75,1675.69,0.3,6.86,False
7.0,12.35,0.0,130.93,130.93,4819.98,0.32,5.26,False
8.58,6.4,99.67,71.83,171.5,2656.71,0.26,3.45,False
8.14,12.69,0.0,184.0,184.0,3654.02,0.28,7.53,True
8.44,17.0,165.66,9.93,175.59,1957.65,0.29,4.75,True
8.37,17.58,146.95,6.61,153.56,3817.1,0.29,4.07,True
7.56,19.25,0.0,187.63,187.63,5361.12,0.3,6.19,False
7.83,12.94,0.0,171.18,171.18,4273.19,0.32,7.79,True
7.06,18.16,0.0,104.38,104.38,5654.25,0.26,6.06,False
8.18,18.35,0.0,111.13,111.13,4117.56,0.31,7.46,True
7.69,18.06,0.0,106.75,106.75,4461.23,0.3,4.16,True
8.49,15.51,69.96,73.32,143.27999999999997,1212.16,0.26,5.56,True
7.5,17.13,0.0,132.78,132.78,4077.56,0.25,4.69,True
8.18,16.34,0.0,154.16,154.16,3421.57,0.27,7.12,True
7.16,17.52,0.0,151.28,151.28,4907.17,0.27,3.66,False
7.08,16.68,0.0,158.82,158.82,672.93,0.31,7.94,False
7.97,14.57,0.0,192.48,192.48,1186.72,0.28,3.1,False
8.42,10.15,41.83,3.62,45.449999999999996,2557.83,0.28,2.64,False
7.56,14.74,0.0,132.08,132.08,3667.45,0.32,3.95,False
8.39,14.72,113.82,7.92,121.74,3188.36,0.31,7.97,True
8.0,11.49,0.0,176.65,176.65,3471.66,0.33,7.71,True
8.4,5.58,77.9,81.44,159.34,2542.55,0.25,5.04,False
8.24,20.2,108.82,4.1,112.91999999999999,3275.54,0.29,7.91,False
8.14,10.16,0.0,140.36,140.36,4087.35,0.26,6.75,True
7.51,14.45,0.0,187.89,187.89,2629.26,0.27,4.81,True
8.39,14.7,25.3,142.64,167.94,1827.91,0.27,4.71,True
8.59,18.25,38.29,155.45,193.73999999999998,1767.76,0.25,7.63,False
7.82,13.9,0.0,117.99,117.99,1609.14,0.29,4.02,True
7.61,12.36,0.0,160.27,160.27,2817.61,0.28,6.6,True
7.82,18.4,0.0,118.42,118.42,3299.82,0.33,5.05,True
8.82,22.54,157.34,13.62,170.96,817.41,0.31,3.74,False
8.07,12.38,0.0,120.08,120.08,4867.0,0.28,4.36,True
8.35,13.91,2.19,190.94,193.13,4000.55,0.27,4.91,True
8.59,9.21,19.0,60.4,79.4,5015.0,0.3,4.49,False
8.74,20.66,134.6,54.28,188.88,2141.0,0.29,4.58,False
7.62,16.37,0.0,194.01,194.01,4046.59,0.25,4.43,True
8.14,20.6,0.0,132.09,132.09,5292.43,0.31,7.6,False
8.91,17.96,167.28,12.44,179.72,4960.15,0.3,5.36,False
8.13,10.63,0.0,129.36,129.36,1491.39,0.26,7.69,True
8.04,17.89,0.0,155.36,155.36,3234.48,0.28,7.99,True
7.06,5.02,0.0,150.04,150.04,2745.77,0.25,2.58,False
8.11,11.28,0.0,168.45,168.45,3828.36,0.28,3.2,False
8.61,15.77,59.35,104.79,164.14000000000001,5406.2,0.3,3.93,False
8.18,14.3,0.0,181.76,181.76,2772.82,0.31,7.91,True
7.36,16.29,0.0,179.24,179.24,3452.72,0.3,2.14,False
8.28,14.75,69.24,84.98,154.22,4060.35,0.27,5.7,True
8.24,17.05,11.65,17.32,28.97,682.61,0.28,3.62,False
8.97,20.35,33.37,123.73,157.1,4934.81,0.25,3.11,False
7.64,11.82,0.0,136.36,136.36,1123.71,0.32,5.37,True
8.84,13.66,121.96,55.16,177.12,3271.98,0.26,4.26,False
7.42,9.83,0.0,155.4,155.4,2009.25,0.26,7.9,False
7.21,11.03,0.0,193.11,193.11,3059.26,0.32,4.31,False
8.97,16.8,93.68,101.64,195.32,5708.58,0.27,7.09,False
7.03,11.6,0.0,187.7,187.7,1787.34,0.29,5.42,False
8.97,8.16,188.19,8.67,196.85999999999999,2888.67,0.3,6.11,False
7.81,14.02,0.0,143.48,143.48,2600.23,0.33,6.17,True
8.5,7.84,141.78,50.03,191.81,5863.6,0.29,2.2,False
7.53,14.58,0.0,120.0,120.0,4037.41,0.3,6.06,True
7.64,17.93,0.0,192.26,192.26,3715.19,0.28,6.04,True
8.73,8.96,46.47,104.5,150.97,3903.99,0.25,5.87,False
8.01,6.82,0.0,102.09,102.09,4655.63,0.32,6.94,False
8.04,18.36,0.0,113.32,113.32,1332.22,0.3,7.59,True
8.3,16.52,193.54,1.53,195.07,3045.51,0.32,5.38,True
7.8,14.11,0.0,107.54,107.54,4804.39,0.27,7.81,True
7.63,11.39,0.0,175.62,175.62,3724.1,0.31,4.56,True
8.69,24.2,118.03,46.48,164.51,3325.22,0.32,5.03,False
7.27,19.71,0.0,158.18,158.18,1864.16,0.26,7.76,False
7.99,12.69,0.0,178.06,178.06,5540.72,0.26,5.59,False
7.1,15.08,0.0,166.58,166.58,2352.38,0.27,4.6,False
8.3,15.85,153.87,34.56,188.43,3249.76,0.32,5.4,True
7.62,10.38,0.0,156.81,156.81,4256.57,0.29,7.35,True
7.96,15.18,0.0,138.88,138.88,2340.38,0.27,2.14,False
8.11,18.85,0.0,136.44,136.44,1342.6,0.26,7.88,True
7.75,14.26,0.0,123.94,123.94,3608.16,0.3,6.09,True
7.2,21.16,0.0,128.44,128.44,676.93,0.26,4.62,False
7.86,13.0,0.0,147.8,147.8,2832.64,0.28,7.74,True
8.32,9.89,146.79,23.95,170.73999999999998,1387.65,0.26,3.89,False
8.29,10.64,186.21,7.51,193.72,1986.42,0.27,7.65,True
8.85,13.09,142.13,50.47,192.6,1227.19,0.26,2.94,False
7.94,16.48,0.0,106.38,106.38,3622.35,0.25,6.47,True
8.95,20.92,92.79,59.86,152.65,5097.0,0.29,3.78,False
8.13,17.32,0.0,140.1,140.1,1709.7,0.27,5.61,True
8.51,19.69,170.13,0.69,170.82,2119.65,0.32,2.2,False
7.25,23.49,0.0,172.22,172.22,842.61,0.3,6.12,False
7.72,12.23,0.0,187.08,187.08,2830.91,0.25,5.89,True
7.16,16.06,0.0,158.99,158.99,2600.46,0.29,5.82,False
8.56,8.96,63.94,63.34,127.28,3869.28,0.28,5.56,False
8.34,23.36,138.39,5.86,144.25,2752.84,0.29,4.65,False
7.24,8.39,0.0,105.68,105.68,5360.32,0.31,7.33,False
7.99,11.22,0.0,117.58,117.58,5985.8,0.31,5.45,False
7.42,11.28,0.0,115.03,115.03,4483.59,0.26,6.05,False
8.17,12.88,0.0,173.09,173.09,3155.58,0.29,4.57,True
8.36,10.35,148.15,10.95,159.1,1464.28,0.31,5.42,True
8.0,10.39,0.0,142.67,142.67,3141.92,0.27,4.88,True
8.82,8.19,100.63,42.95,143.57999999999998,2370.71,0.32,6.75,False
7.81,14.54,0.0,123.14,123.14,4635.97,0.33,7.34,True
8.13,18.63,0.0,103.16,103.16,2300.43,0.26,5.31,True
8.59,23.61,183.1,16.05,199.15,2690.75,0.32,7.46,False
7.63,15.38,0.0,172.73,172.73,3570.05,0.33,4.58,True
7.14,14.92,0.0,166.0,166.0,5150.93,0.28,6.2,False
8.91,14.91,85.72,85.23,170.95,4881.84,0.3,7.27,False
7.98,16.67,0.0,114.42,114.42,1851.13,0.29,6.71,True
7.44,17.37,0.0,141.83,141.83,1715.41,0.27,7.08,False
7.24,14.4,0.0,104.29,104.29,3661.85,0.3,2.71,False
8.73,22.39,185.4,10.17,195.57,4728.89,0.27,4.78,False
7.88,15.72,0.0,127.86,127.86,4090.85,0.29,5.53,True
7.67,14.85,0.0,108.74,108.74,3304.1,0.31,5.67,True
8.19,10.81,0.0,180.83,180.83,4586.49,0.25,4.53,True
8.7,6.66,138.8,28.55,167.35000000000002,1982.03,0.28,6.01,False
7.61,18.49,0.0,129.18,129.18,1745.71,0.3,5.79,True
7.16,11.28,0.0,152.99,152.99,768.49,0.25,6.13,False
8.37,14.56,168.26,16.74,185.0,1452.42,0.31,5.16,True
8.11,11.28,0.0,158.99,158.99,5079.6,0.29,6.6,False
8.39,12.59,170.81,14.54,185.35,4741.82,0.31,6.67,True
7.9,18.96,0.0,101.29,101.29,2856.58,0.3,4.23,True
7.4,24.15,0.0,182.52,182.52,1574.64,0.3,4.86,False
7.29,16.73,0.0,126.87,126.87,2901.67,0.3,5.82,False
8.59,15.28,154.2,23.92,178.12,1769.82,0.31,7.98,False
8.44,18.23,97.44,78.67,176.11,1608.47,0.32,6.26,True
8.39,10.34,116.69,50.26,166.95,2714.97,0.26,6.04,True
8.32,19.89,63.55,48.01,111.56,3822.28,0.32,5.1,True
8.6,9.55,54.45,2.6,57.050000000000004,1572.84,0.32,6.26,False
7.97,20.4,0.0,134.43,134.43,2212.94,0.29,6.94,False
8.13,16.23,0.0,194.34,194.34,2194.41,0.27,6.17,True
7.56,14.48,0.0,105.64,105.64,2468.61,0.32,6.87,True
8.3,16.36,129.19,29.56,158.75,2853.12,0.3,4.59,True
8.81,22.57,65.63,34.62,100.25,1923.73,0.29,5.96,False
7.64,15.71,0.0,192.41,192.41,2273.68,0.33,4.81,True
8.26,9.51,189.6,2.33,191.93,5634.34,0.32,5.15,False
7.27,22.11,0.0,176.41,176.41,5502.75,0.27,2.21,False
7.48,6.64,0.0,173.61,173.61,3623.47,0.25,4.69,False
8.44,16.08,8.97,102.28,111.25,4634.75,0.27,6.27,True
8.34,11.38,96.88,87.84,184.72,2133.3,0.31,4.21,True
8.31,16.01,89.27,18.23,107.5,2072.96,0.33,7.87,True
8.36,14.13,124.32,62.74,187.06,2039.21,0.3,4.59,True
7.36,13.43,0.0,147.65,147.65,1907.94,0.29,7.1,False
7.89,14.98,0.0,113.1,113.1,4535.73,0.32,5.66,True
7.8,15.07,0.0,175.33,175.33,2935.92,0.28,7.34,True
8.05,16.35,0.0,135.6,135.6,4687.79,0.33,4.34,True
8.13,11.86,0.0,101.88,101.88,2106.77,0.29,4.49,True
8.43,24.61,200.0,0.0,200.0,3810.07,0.31,2.77,False
8.39,19.66,30.28,166.28,196.56,916.37,0.3,3.99,False
7.84,15.99,0.0,101.27,101.27,1700.62,0.31,7.38,True
7.54,11.35,0.0,194.66,194.66,3816.68,0.28,5.62,True
7.55,10.15,0.0,153.96,153.96,2755.05,0.3,5.63,True
7.75,14.29,0.0,168.66,168.66,2357.64,0.31,4.74,True
8.95,11.61,195.78,1.83,197.61,4272.72,0.33,2.26,False
8.3,22.15,191.17,1.01,192.17999999999998,954.17,0.26,5.82,False
8.03,5.02,0.0,153.26,153.26,5771.64,0.32,2.69,False
7.79,10.43,0.0,186.99,186.99,3996.47,0.29,7.81,True
8.37,19.19,180.23,5.91,186.14,1906.08,0.31,7.39,True
8.2,12.37,69.14,48.19,117.33,1956.52,0.28,5.27,True
8.74,7.11,75.83,109.7,185.53,2784.84,0.29,7.24,False
8.81,9.89,75.21,57.39,132.6,1251.11,0.29,7.77,False
8.33,13.78,184.98,10.98,195.95999999999998,2049.33,0.31,6.84,True
8.22,14.51,67.93,96.51,164.44,5686.37,0.3,4.75,False
7.5,10.26,0.0,167.58,167.58,3955.79,0.3,7.05,True
8.09,19.7,0.0,172.51,172.51,3816.01,0.26,5.88,True
7.71,16.71,0.0,188.13,188.13,1382.0,0.28,5.64,True
8.48,11.32,178.32,14.9,193.22,4915.58,0.29,4.83,True
8.25,17.23,117.31,74.31,191.62,4042.82,0.29,7.5,True
8.47,21.56,45.85,135.44,181.29,4638.26,0.25,5.01,False
7.81,14.5,0.0,129.25,129.25,3287.13,0.32,7.22,True
8.33,16.75,89.39,6.91,96.3,3550.24,0.29,2.11,False
7.44,14.07,0.0,186.89,186.89,1054.45,0.27,6.03,False
8.34,16.95,186.94,0.92,187.85999999999999,3546.1,0.29,7.44,True
8.09,16.61,0.0,125.92,125.92,1138.56,0.26,6.97,True
8.26,15.91,100.79,62.4,163.19,1623.97,0.31,6.84,True
8.04,19.47,0.0,138.84,138.84,2398.18,0.33,4.63,True
7.78,5.76,0.0,194.79,194.79,3330.56,0.25,2.26,False
7.7,12.97,0.0,178.33,178.33,1517.7,0.3,6.59,True
7.83,15.1,0.0,191.9,191.9,3815.25,0.3,6.37,True
7.05,17.9,0.0,117.23,117.23,2679.71,0.28,3.27,False
7.69,20.68,0.0,122.81,122.81,1054.91,0.3,5.65,False
8.06,8.71,0.0,166.19,166.19,4031.76,0.3,5.18,False
7.07,11.94,0.0,115.02,115.02,5970.25,0.31,7.91,False
8.42,18.83,99.79,18.49,118.28,2816.45,0.28,4.2,True
8.61,20.74,107.94,31.33,139.26999999999998,3411.89,0.26,5.4,False
8.24,7.24,3.42,82.61,86.03,5059.61,0.26,7.26,False
8.5,19.95,72.77,107.06,179.82999999999998,2263.2,0.32,7.38,True
8.05,18.71,0.0,152.54,152.54,1288.9,0.28,6.86,True
7.64,12.88,0.0,166.47,166.47,4593.56,0.31,6.27,True
7.42,10.35,0.0,172.4,172.4,3653.68,0.3,5.44,False
8.33,15.31,22.2,162.34,184.54,4965.97,0.26,4.94,True
7.21,21.17,0.0,113.26,113.26,949.44,0.3,4.24,False
7.13,7.24,0.0,142.33,142.33,568.96,0.33,7.99,False
8.28,15.48,32.26,23.09,55.349999999999994,5521.42,0.29,5.08,False
8.69,15.09,175.86,2.25,178.11,1851.04,0.31,3.29,False
7.64,10.62,0.0,144.82,144.82,4163.03,0.29,5.51,True
7.56,11.66,0.0,133.53,133.53,2488.91,0.27,5.55,True
8.5,14.01,57.3,50.02,107.32,3225.77,0.33,5.23,True
8.13,15.8,0.0,115.71,115.71,2333.27,0.26,5.82,True
8.47,24.52,96.96,7.61,104.57,3799.92,0.27,6.3,False
7.98,5.85,0.0,176.5,176.5,5309.43,0.31,3.23,False
8.86,18.66,37.82,112.24,150.06,2176.58,0.27,2.61,False
8.17,12.96,0.0,153.53,153.53,1623.95,0.32,4.99,True
7.89,12.91,0.0,174.48,174.48,4126.66,0.32,7.2,True
8.98,18.32,146.36,6.35,152.71,4266.62,0.26,3.12,False
7.89,11.0,0.0,187.42,187.42,1464.9,0.29,5.54,True
7.6,16.57,0.0,174.43,174.43,2560.62,0.28,4.59,True
8.98,12.74,47.55,60.96,108.50999999999999,3636.57,0.28,2.85,False
7.93,6.04,0.0,125.14,125.14,4775.84,0.33,4.24,False
7.78,12.97,0.0,111.93,111.93,3234.75,0.32,5.4,True
8.22,13.75,93.6,88.07,181.67,4166.09,0.25,7.0,True
7.95,15.21,0.0,161.27,161.27,3645.25,0.33,2.73,False
8.02,19.91,0.0,152.17,152.17,1898.43,0.29,2.11,False
8.47,7.13,89.68,47.53,137.21,2894.3,0.33,2.0,False
7.98,19.72,0.0,175.05,175.05,1018.89,0.26,5.36,True
7.85,23.0,0.0,110.81,110.81,4811.33,0.31,4.03,False
8.28,15.07,35.87,90.89,126.75999999999999,4207.85,0.28,6.58,True
8.05,19.86,0.0,125.06,125.06,2143.25,0.3,3.47,False
7.6,10.63,0.0,107.79,107.79,1586.46,0.31,6.06,True
7.47,19.41,0.0,101.39,101.39,4614.19,0.33,4.22,False
8.08,15.89,0.0,133.92,133.92,2669.45,0.28,6.19,True
8.07,10.85,0.0,140.78,140.78,3630.86,0.3,5.65,True
8.28,18.65,42.43,143.77,186.20000000000002,4665.32,0.27,4.13,True
7.72,17.73,0.0,164.2,164.2,1247.63,0.31,7.95,True
8.33,14.06,137.74,25.23,162.97,3596.34,0.29,4.13,True
8.86,15.35,117.14,74.96,192.1,5745.07,0.26,7.42,False
8.21,11.54,47.25,141.35,188.6,5902.03,0.33,4.95,False
7.5,18.1,0.0,110.55,110.55,3817.73,0.28,7.51,True
8.02,10.01,0.0,180.16,180.16,3562.31,0.28,4.75,True
7.32,9.36,0.0,168.22,168.22,1729.78,0.26,2.48,False
7.69,14.33,0.0,152.89,152.89,3996.19,0.28,5.74,True
8.41,12.45,174.15,17.11,191.26,1339.05,0.29,4.97,True
8.0,22.42,0.0,101.62,101.62,4848.96,0.28,7.27,False
7.66,12.05,0.0,181.8,181.8,3252.05,0.27,4.36,True
7.35,16.37,0.0,144.03,144.03,5068.02,0.29,4.27,False
8.34,12.14,137.63,38.32,175.95,1947.98,0.32,7.54,True
7.75,11.08,0.0,153.38,153.38,4081.49,0.3,4.8,True
7.03,19.93,0.0,166.75,166.75,2344.57,0.29,2.7,False
8.51,18.32,125.02,3.81,128.82999999999998,963.06,0.26,7.97,False
7.18,15.02,0.0,168.56,168.56,5090.99,0.33,6.31,False
8.08,10.87,0.0,158.31,158.31,1364.8,0.25,5.41,True
7.87,16.91,0.0,189.42,189.42,2629.38,0.29,7.49,True
8.41,12.41,93.42,106.01,199.43,2212.02,0.26,2.67,False
7.43,15.38,0.0,158.99,158.99,4931.05,0.3,7.89,False
8.21,19.12,73.45,82.07,155.51999999999998,1346.0,0.3,4.32,True
7.69,16.71,0.0,185.08,185.08,4573.88,0.32,2.65,False
7.99,13.96,0.0,160.38,160.38,3794.64,0.29,7.75,True
7.82,16.98,0.0,112.21,112.21,4606.2,0.26,5.61,True
8.17,24.16,0.0,125.25,125.25,3869.05,0.31,6.44,False
7.32,16.05,0.0,131.12,131.12,2908.95,0.29,4.42,False
8.77,15.69,20.0,55.24,75.24000000000001,5895.71,0.3,7.49,False
7.94,19.84,0.0,120.94,120.94,4594.9,0.33,7.43,True
7.54,17.42,0.0,168.01,168.01,4073.76,0.33,7.07,True
8.15,11.73,0.0,182.88,182.88,1691.4,0.27,7.18,True
7.87,9.91,0.0,136.34,136.34,3775.3,0.26,3.32,False
7.08,15.18,0.0,188.04,188.04,4261.09,0.28,4.89,False
8.46,17.91,151.65,24.05,175.70000000000002,3298.69,0.26,4.82,True
8.43,16.32,147.34,15.97,163.31,1457.75,0.26,5.97,True
8.02,19.58,0.0,162.45,162.45,1056.17,0.33,6.49,True
8.03,13.84,0.0,177.76,177.76,3529.62,0.33,7.43,True
7.6,13.53,0.0,114.39,114.39,4107.37,0.33,7.52,True
8.06,14.39,0.0,157.18,157.18,1798.59,0.26,6.46,True
7.83,10.27,0.0,156.47,156.47,1791.48,0.26,6.93,True
7.91,13.89,0.0,149.93,149.93,4996.51,0.31,2.63,False
8.37,6.93,131.63,66.95,198.57999999999998,4610.54,0.32,4.99,False
8.93,8.32,27.82,35.92,63.74,537.71,0.27,4.27,False
8.02,16.29,0.0,152.33,152.33,4625.03,0.26,5.33,True
8.08,16.59,0.0,160.22,160.22,2281.09,0.28,4.42,True
7.72,17.44,0.0,194.71,194.71,2554.31,0.27,5.77,True
7.94,6.58,0.0,175.46,175.46,3634.75,0.27,7.14,False
8.68,6.1,46.79,143.6,190.39,3318.85,0.32,3.95,False
7.65,11.65,0.0,124.17,124.17,4217.88,0.3,6.18,True
7.93,13.48,0.0,111.66,111.66,2223.32,0.26,7.18,True
7.51,19.8,0.0,196.86,196.86,1157.43,0.29,4.91,True
7.59,5.23,0.0,158.71,158.71,1238.06,0.32,3.7,False
8.05,13.64,0.0,158.68,158.68,1648.01,0.27,4.75,True
7.8,22.24,0.0,180.07,180.07,2535.04,0.32,5.73,False
8.3,19.99,103.15,2.9,106.05000000000001,2728.15,0.27,4.84,True
7.84,12.31,0.0,134.41,134.41,4871.93,0.28,5.75,True
8.68,14.59,16.96,97.94,114.9,3408.51,0.3,5.79,False
8.69,15.13,184.56,12.45,197.01,5588.16,0.28,2.55,False
8.32,16.45,175.42,21.39,196.81,1182.19,0.33,6.25,True
8.76,22.18,80.01,47.71,127.72,5575.95,0.33,7.1,False
8.15,19.98,0.0,138.04,138.04,3161.79,0.33,2.78,False
7.25,6.84,0.0,167.16,167.16,1875.82,0.31,6.88,False
7.51,12.14,0.0,135.35,135.35,3516.86,0.31,7.1,True
8.42,14.68,74.0,40.48,114.47999999999999,4708.91,0.32,4.16,True
8.08,14.13,0.0,120.15,120.15,1276.38,0.3,7.05,True
8.27,17.59,69.77,63.81,133.57999999999998,3966.75,0.28,6.52,True
7.75,17.41,0.0,122.3,122.3,1804.68,0.32,5.35,True
7.05,8.93,0.0,156.98,156.98,1230.75,0.29,4.84,False
8.06,12.12,0.0,177.4,177.4,4516.73,0.33,5.35,True
7.98,17.81,0.0,139.57,139.57,2950.55,0.27,6.18,True
7.73,15.14,0.0,166.64,166.64,1356.57,0.26,6.66,True
7.73,19.84,0.0,138.16,138.16,4012.05,0.31,7.35,True
7.41,15.42,0.0,183.14,183.14,5383.07,0.26,4.8,False
9.0,16.98,43.64,107.91,151.55,3248.19,0.29,3.57,False
8.91,21.74,122.77,21.35,144.12,791.01,0.32,4.4,False
8.71,16.28,82.57,96.6,179.17,5886.41,0.26,4.11,False
8.07,17.19,0.0,156.8,156.8,2795.1,0.29,4.56,True
8.63,22.84,32.55,29.25,61.8,2353.33,0.29,4.36,False
7.95,11.77,0.0,197.14,197.14,4245.37,0.27,6.8,True
8.31,18.6,184.55,2.4,186.95000000000002,1186.76,0.32,6.5,True
8.07,18.17,0.0,189.58,189.58,1407.6,0.32,5.15,True
8.44,12.71,140.83,19.29,160.12,3679.22,0.27,6.95,True
8.33,11.7,185.7,2.62,188.32,3611.18,0.28,6.89,True
8.0,15.88,0.0,153.55,153.55,2137.05,0.27,3.34,False
7.66,19.36,0.0,122.51,122.51,1968.14,0.26,5.32,True
8.91,7.57,71.43,94.24,165.67000000000002,4586.91,0.26,4.82,False
8.14,18.92,0.0,107.12,107.12,4682.11,0.32,7.6,True
7.15,15.38,0.0,157.48,157.48,3710.38,0.28,3.79,False
7.99,6.41,0.0,194.44,194.44,4958.94,0.27,4.29,False
8.06,22.92,0.0,162.2,162.2,1361.39,0.31,7.88,False
8.43,10.67,64.79,67.49,132.28,2786.18,0.3,7.61,True
7.16,5.27,0.0,136.25,136.25,5332.91,0.33,4.95,False
8.44,11.64,102.62,0.11,102.73,2539.68,0.31,3.05,False
7.57,12.96,0.0,168.89,168.89,1309.71,0.25,5.59,True
8.15,17.79,0.0,190.71,190.71,3463.22,0.3,5.97,True
7.82,10.16,0.0,134.81,134.81,1416.89,0.33,7.65,True
8.18,16.45,0.0,127.01,127.01,2677.67,0.33,4.04,True
7.93,15.62,0.0,152.19,152.19,4276.58,0.26,4.82,True
8.25,6.89,141.83,22.75,164.58,1497.35,0.29,3.14,False
7.81,23.9,0.0,170.64,170.64,1333.94,0.26,7.08,False
8.19,20.1,0.0,194.86,194.86,5252.56,0.32,5.88,False
8.46,10.64,5.29,161.61,166.9,1849.96,0.26,4.85,True
8.02,21.68,0.0,199.26,199.26,1850.92,0.26,2.07,False
7.98,7.71,0.0,110.81,110.81,4563.77,0.26,2.5,False
8.38,13.82,36.55,1.03,37.58,5290.87,0.32,6.94,False
7.82,19.07,0.0,100.47,100.47,4678.46,0.26,4.64,True
7.79,24.66,0.0,180.68,180.68,5358.24,0.28,6.0,False
8.68,13.42,51.34,27.2,78.54,1706.46,0.32,5.92,False
7.36,16.58,0.0,174.88,174.88,711.0,0.27,7.24,False
7.68,17.12,0.0,184.95,184.95,3092.43,0.32,4.7,True
7.48,24.79,0.0,144.8,144.8,4089.85,0.27,7.2,False
7.9,11.41,0.0,129.67,129.67,2989.6,0.26,5.96,True
7.58,19.27,0.0,119.93,119.93,2528.46,0.33,4.75,True
8.09,14.11,0.0,108.79,108.79,2225.38,0.33,5.03,True
7.72,15.34,0.0,136.04,136.04,2153.92,0.32,4.45,True
7.94,17.71,0.0,114.53,114.53,4596.21,0.26,6.41,True
7.94,11.03,0.0,116.07,116.07,4609.41,0.3,4.92,True
8.28,16.86,106.76,39.65,146.41,1659.97,0.27,5.08,True
7.73,19.73,0.0,153.72,153.72,784.74,0.27,2.47,False
7.64,11.88,0.0,160.1,160.1,4995.79,0.3,5.66,True
8.02,16.32,0.0,122.25,122.25,1878.67,0.31,5.84,True
7.19,24.15,0.0,171.28,171.28,3183.01,0.29,5.62,False
7.09,24.37,0.0,178.22,178.22,5931.82,0.25,3.68,False
8.59,14.33,122.67,61.21,183.88,2234.04,0.31,4.94,False
7.16,7.59,0.0,165.46,165.46,5032.39,0.28,7.25,False
7.96,13.06,0.0,140.36,140.36,2014.35,0.31,6.36,True
8.05,12.6,0.0,151.05,151.05,1730.42,0.33,5.89,True
7.83,12.0,0.0,194.92,194.92,5741.58,0.28,5.52,False
7.5,22.95,0.0,187.44,187.44,1323.58,0.27,2.11,False
8.46,20.05,188.51,7.53,196.04,5391.45,0.27,2.26,False
7.02,19.64,0.0,124.74,124.74,1523.28,0.32,5.69,False
7.89,15.75,0.0,102.82,102.82,3622.01,0.28,4.12,True
8.07,19.42,0.0,130.84,130.84,3476.03,0.29,7.23,True
7.12,18.27,0.0,129.0,129.0,5943.5,0.28,5.72,False
8.2,24.15,13.15,92.43,105.58000000000001,3285.33,0.27,2.03,False
7.84,18.5,0.0,121.83,121.83,2773.29,0.26,5.28,True
7.5,13.92,0.0,147.21,147.21,2932.12,0.31,5.8,True
7.52,11.31,0.0,170.86,170.86,3990.71,0.26,7.11,True
8.25,16.35,137.77,27.92,165.69,5118.36,0.25,2.1,False
7.6,15.08,0.0,139.21,139.21,1795.69,0.32,7.42,True
8.7,17.89,89.97,52.11,142.07999999999998,5626.56,0.31,4.42,False
7.2,23.81,0.0,159.75,159.75,2699.08,0.33,4.05,False
7.59,21.76,0.0,156.37,156.37,4053.6,0.26,2.38,False
7.92,6.82,0.0,164.55,164.55,938.41,0.29,4.44,False
8.91,24.63,31.97,46.04,78.00999999999999,2002.17,0.31,7.93,False
8.53,21.35,112.19,26.67,138.86,2211.84,0.28,7.92,False
8.18,14.78,0.0,196.3,196.3,4557.17,0.25,6.03,True
8.39,17.32,74.49,37.06,111.55,4653.5,0.32,5.26,True
8.46,23.85,168.04,14.69,182.73,4478.48,0.31,6.3,False
8.27,10.94,141.36,52.63,193.99,2619.7,0.32,5.34,True
8.19,14.18,0.0,183.35,183.35,3052.35,0.27,5.54,True
8.5,18.71,136.74,0.11,136.85000000000002,3526.49,0.3,4.79,True
8.4,15.14,177.31,8.74,186.05,3278.33,0.32,4.59,True
8.17,10.52,0.0,149.12,149.12,2366.26,0.29,5.41,True
7.78,17.3,0.0,144.13,144.13,1503.46,0.33,5.59,True
8.13,12.12,0.0,176.09,176.09,4518.75,0.25,6.17,True
7.16,23.67,0.0,157.79,157.79,2715.74,0.29,5.86,False
8.39,10.59,199.19,0.05,199.24,3452.16,0.28,5.25,True
